ogno,ogtype,ogname,ogcity,ogstate,ogpin,ogadd
17367,Hospital,Shree Datta Shetkari Sahakari Sakhar Karkhana Ltd,Kolhapur,Maharashtra,416122,"Dattanagar, Shirol,"
17368,Hospital,Shree Devi Hospital - Kalyan,Thane,Maharashtra,421301,"No 6, Aakash Arcade, Dr. Deepak Shetty Memorial, Akash Arcade Near Bhanu Sagar Theatre, Kalyan (W)"
17369,Hospital,Shree Devi Talab Mandir Charitable Hospital,Jalandhar,Punjab,144001,Tanda Road
17370,Hospital,Shree Dhanvantari Charitable General Hospital,Ahmedabad,Gujarat,382350,"Kishor Complex, Nr.Chamak Chuna, N H No-8, Thakkarnagar"
17371,Hospital,Shree Dhanvantri Hospital,Mahabubnagar,Telangana,509001,"Setty Complex,Rajendranagar,."
17372,Hospital,Shree Dhanwantari Hospital,Pune,Maharashtra,412211,"A P Mandavgan Farata, Tal. Shirur"
17373,Hospital,Shree Digamber Hospital Pvt Ltd,Bharatpur,Rajasthan,321001,"Kothi Gulzar Bagh, Bharatpur"
17374,Nurshing Home,Shree Durga Nursing Home,Faridabad,Haryana,121001,"217, Bhagat Singh Colony, Near Bohra Public School, Ballabhgarh"
17375,Hospital,Shree Dutta Hospital,Shivamogga,Karnataka,577201,Tilaknagar
17376,Hospital,Shree Dwarkadhish Hospital,Jamnagar,Gujarat,361335,"Jawahar Road, Dwarka"
17377,Ortho Hospital,Shree Fracture And Orthopaedic Hospital,Gandhinagar,Gujarat,382016,"1Sr Floor, Above Payal Colour Lab Next To Pnb Sector-16 Gh Road"
17378,Hospital,Shree G .D Bira Memorial Health Center,Ujjain,Madhya Pradesh,456006,"Mahananda Nagar,Ujjain"
17379,Ortho Hospital,Shree G.T. Sheth Orthopaedic Hospital,Rajkot,Gujarat,360001,"Jam Tower, Rajkot"
17380,Hospital,Shree Ganesh Hospital,Pune,Maharashtra,412219,At Post Patas (Bazar Tal) Taluka Daund Pune
17381,Hospital,Shree Gayatri Hospital,Jalgaon,Maharashtra,425001,"Maliwada, Near Balaji Mathi, Erandol"
17382,Hospital,Shree Girdhar Hospital And Research Centre,Jaipur,Rajasthan,302017,"11 / 34, Girdhar Marg"
17383,MultiSpeciality Hosp,Shree Global Multispeciality Hospital,Mahesana,Gujarat,384001,"OppositeShrinath Hall, S.T.Workshop Road"
17384,Hospital - Critical Care Dept,Shree Gokul Critical Care Unit and Hospital,Rajkot,Gujarat,360002,"Sanjivani Complex, Opp Dr. Modhas Hospital, Vidhyanagar Main Road, Rajkot"
17385,Hospital,Shree Gopal Hospital,Surat,Gujarat,395004,"2Nd Floor, People`S Point Doctor House, People`S Char Rasta, Katargam Main Road"
17386,Hospital,Shree Govindam Hospital,Ganganagar,Rajasthan,335001,142 - P Block Sri Ganganagar
17387,Nurshing Home,Shree Guru Maternity And Childrens Nursing Home - Mumbai,Mumbai,Maharashtra,400097,"B-102, 103 Aakar Apartments, Gen. A K Vaidya Marg, Opposite Wagheshwari Temple,"
17388,Hospital,Shree Guru Nanak Dharmarth Hospital,Surat,Gujarat,395003,"Yogi Krupa Society, Near Elbee Cinema, Shree Gurunanak Devji Marg (Bhatar Road)"
17389,Hospital,Shree Hanumant Medical Trust,Bhavnagar,Gujarat,364290,"Nesvad- Devaliya Bypass, Nh 8E Mahuva Victor Bypass"
17390,Hospital,Shree Hari Baksh Kainwatiya Hospital,Jaipur,Rajasthan,302001,Jaipur
17391,Hospital,Shree Hari Hospital / Shree Hari Om Hospital,Karnal,Haryana,132001,"48, Jernaily Colony, Opposite Civil Hospital"
17392,Nurshing Home,Shree Hari Maternity Surgical Nursing Home,Surendranagar,Gujarat,363001,"Nr Rajkot Nagarik Bnak, Opp C J Hospital"
17393,Hospital,Shree Harikrupa Hospital,Mahesana,Gujarat,384001,"Near Coneress Bhavan,Opposite District Sudbe Bunglow"
17394,Hospital,Shree Hospital,Kheda,Gujarat,387130,"R.K. Complex Near Khatraj Cross Rd., Ta. Mehmdavad"
17395,Hospital,Shree Hospital,Pune,Maharashtra,412105,"206 To 210, 2Nd Floor, Raikar Bhavan Near Navratna"
17396,Hospital,Shree Hospital,Raigarh,Maharashtra,400702,"H-Wing,Harikrupa Apt.,Balaji Road,Uran,Navi Mumbai"
17397,Hospital,Shree Hospital,Yavatmal,Maharashtra,445204,Near Vasantrao Naik Putala Pusad
17398,Hospital,Shree Hospital Kodoli,Kolhapur,Maharashtra,416114,"At Post. Kodoli, Tal -Panhala"
17399,Hospital,"Shree Hospital, Mansion",Pune,Maharashtra,411006,"Siddarth Mansion, Nagar Road,"
17400,Hospital - Critical Care Dept,Shree Hospitals and Critical Care Centre,Nagpur,Maharashtra,440024,"799, Omnagar Opp Tajshree Tower,Sakkadara Square, Nagpur"
17401,Hospital,Shree Hrishikeshaya Hospitals Pvt. Ltd.,Hyderabad,Telangana,500039,"2-6-71/A, Bharath Nagar Colony, Near Masjid, Uppal"
17402,Hospital,Shree Icu and Mrc Pvt Ltd (Karad),Satara,Maharashtra,415110,"747, Mangalwarpeth, Karad"
17403,Hospital,Shree Ishwar Dayal Hospital,Patna,Bihar,800026,"Old Bypass Road Kankarbagh, Opposite Kumhrar Park"
17404,Hospital,Shree Jagannath Hospital,Dhenkanal,Odisha,759001,"Nuasasan Chhak, Chandan Bazar Dhenkanal"
17405,Hospital,Shree Jagannath Hospital and Research Centre,Ranchi,Jharkhand,834001,"Bedind Macchhli Ghar, Infront Of Rajbhawan, Through Radium Road"
17406,Hospital,Shree Jai Prakash Hospital / Shri Jai Prakash Hospital,Kaithal,Haryana,136027,"Opp:-Hdfc Bank, Ambala Road"
17407,Hospital,Shree Jain Hospital And Research Centre,Howrah,West Bengal,711102,493 B/12 G T Road Shibpore (South)
17408,Hospital,Shree Jala Medical Agency,Vadodara,Gujarat,390001,"3, Blue Bell Complex, Atmaijyoti Ashram Road, Ellore Park"
17409,Hospital,Shree Jalaram Janseva Trust.,Anand,Gujarat,388150,"Dharmaj, Ta. Petlad"
17410,Hospital,Shree Jalaram Medical Centre,Narmada,Gujarat,393145,"Run By Shree Jalaram Bapa Lokshray Lokseva Trust, Rajpipla"
17411,Hospital,Shree Jalaram Seva Mandal,Bharuch,Gujarat,393155,"At and Po. Vasantpura, Nandod"
17412,Hospital,Shree Janani Hospital,Valsad,Gujarat,396050,"OppositeShinde Petrol Pump, Bus Stand Road"
17413,Hospital,Shree Jawahir Hospital,Jaisalmer,Rajasthan,345001,0
17414,Hospital,Shree Jayakrishna Hospital,Hyderabad,Telangana,500013,"3-11-48, Opp Govt Homeo College, Ramanthapur, Rangareddy"
17415,Hospital,Shree Jee Hospital,Ujjain,Madhya Pradesh,456335,"79 Ramsahay Marg,Nagda"
17416,Hospital,Shree Ji Hospital,Vadodara,Gujarat,390006,B/H Sangam Bus Stop Harni Road
17417,Hospital,Shree Kamakshi Hospital,Kolhapur,Maharashtra,416001,"608-E, Shahupuri, 2Nd Lane, Kolhapur"
17418,Hospital,Shree Krishan Hospital,Dausa,Rajasthan,303303,"Near Vijouri, Lalsout Road, Dausa"
17419,Hospital,Shree Krishna Hospital,Anand,Gujarat,388325,"Kind Att : Mr. Vimal Sing (Cashless Dept.) Gokalnagar,Karamsad,Near Sardar Patel Memorial Trust,-Anand"
17420,Hospital,Shree Krishna Hospital,Surat,Gujarat,395005,"2Nd Floor, 14 / Hans Society, Baroda Pristage Varachha Road"
17421,Hospital,Shree Krishna Hospital,Gurgaon,Haryana,122001,"B-62, Surya Vihar, Near Police Chowki Sector 4"
17422,Hospital,Shree Krishna Hospital,Mumbai,Maharashtra,400066,"Plot No-161, Shree Krishna Nagar, Shantivan, Near Post Office, Kajupada Road,Near National Park, Borivali"
17423,Hospital,Shree Krishna Hospital,Jaipur,Rajasthan,303901,"Neelkanth Mahadev Road, Mamodia Mohalla, Chaksu"
17424,Hospital,Shree Krishna Hospital,Ghaziabad,Uttar Pradesh,201012,Near Atal Chowk Vasundhara
17425,Hospital,Shree Krishna Hospital - Kandivali,Mumbai,Maharashtra,400067,"1,2 & 3, Shiv Kripa C.H.S., S.V.P. Lane, Opposite Municipal Garden, Kandivali (W), Mumbai"
17426,Hospital,Shree Krishna Hospital Agra Pvt. Ltd,Agra,Uttar Pradesh,282006,"D-14, Phase-Ii,Trans Yamuna Colony,Nh-2,Ramabagh,Just After Rambagh Fly-Over,Ramabagh."
17427,Hospital,Shree Krishna Matri Sadan,Dhanbad,Jharkhand,828113,"Rani Bazar,Katrasgarh,Dhanwad"
17428,Nurshing Home,Shree Krishna Nursing Home,Raebareli,Uttar Pradesh,229001,"Jail Garden Road, Raebareli"
17429,Hospital,Shree Krishna Sewa Sadan,Lakhisarai,Bihar,811311,"New Colony, Punjabi Mohalla"
17430,Hospital,Shree Krishna Surgical Hospital,Vadodara,Gujarat,390004,"Tejal Aprtment, Opp: Geeta Mandir Pratap Nagar Road"
17431,Hospital,Shree Krupa Hospital,Valsad,Gujarat,396001,"Parag Baug, Dharampur Road"
17432,Hospital,Shree Krupa Hospital,Pune,Maharashtra,411034,"Gurunanak Plaza, Shop No-11,Near Hanuman Mandir, Kasarwadi"
17433,Hospital,Shree Krupa Hospital,Thane,Maharashtra,421202,"Raigad Building,First Floor,Near Reti Bhavan,Station Road,Dombivli (West)"
17434,Hospital,Shree Kusha Bhau Thakre District Hospital,Shahdol,Madhya Pradesh,452001,Shahdol
17435,Hospital,Shree Lavnya Hospital,Coimbatore,Tamil Nadu,641046,"No.5,Kongu Nagar,Kalveer Ampalayam"
17436,Hospital,Shree Laxmi Hospital,Pune,Maharashtra,411014,"11/7B, Mundhwa By Pass Road, Near Iit, Chandanagar"
17437,Hospital,Shree M B Patel Sarwajanik Hospital,Gandhinagar,Gujarat,382355,Mota Ishanpur
17438,Hospital,Shree Maa Hospital,Cuttack,Odisha,753001,"Ring Road, Kathagola, Mangalabag, Cuttack"
17439,Nurshing Home,Shree Maa Nursing Home,Medinipur East,West Bengal,721453,Salgechi Ward No-18
17440,Nurshing Home,Shree Maa Nursing Home,Medinipur West,West Bengal,721501,"Debra Bazar, West Midnapur Bombay Road (North), Midnapur"
17441,Hospital,Shree Maat Pateshwari Sewashram Chiketsalaya,Balrampur,Uttar Pradesh,271201,Shree Maat Pateshwari Sewashram Chiketsalaya
17442,Nurshing Home,Shree Mahadeshwara Nursing Home,Mysuru,Karnataka,570011,Siddarthanagara
17443,Hospital,Shree Mahaganpati Hospital,Pune,Maharashtra,412209,",Ranjangaon Ganpati,Sirur."
17444,Nurshing Home,Shree Mahalaxmi Nursing Home,Kolhapur,Maharashtra,416002,"Hanuman Nagar, Behind Iti, Panchgaon Road Kolhapur"
17445,Hospital,Shree Maharani Shntidevi Hospital,Vadodara,Gujarat,390001,Kismat Jawaharlal Nehru Marg
17446,Hospital,Shree Mahatma Gandhi Smarak General Hospital(Civil),Surendranagar,Gujarat,363001,S T Stand
17447,Hospital,Shree Mahaveer Hospital,Vadodara,Gujarat,390019,"12, Ankur Society,Nr. Kaladarshan Char Rasta, Waghodia Road"
17448,Nurshing Home,Shree Mahaveer Nursing Home - Govandi-Mumbai,Mumbai,Maharashtra,400043,"Plot No.44,A-1-2-3, Shivaji Nagar, Main Road, Govandi, Mumbai"
17449,Hospital,Shree Mahavir Health and Medica Relief Society - Surat,Surat,Gujarat,395001,"Shri Mahavir Health Campus, Athwagate, Ring Road"
17450,Hospital,Shree Mahavir Mutlispeciality Hospital and Icu,Ahmedabad,Gujarat,380024,"Narottam Complex, OppositeSwaminarayan Temple, Nr.Agarwal Tower, Bhuyangdev Cross Road,Sola Road"
17451,Hospital,Shree Manak Medicentre,Jhalawar,Rajasthan,326001,"Front Of Gayathri Mandir, Nh 12, Patan Road,"
17452,Hospital,Shree Marudhar Kesari Jain Rajkiya Refral Hospital,Jodhpur,Rajasthan,342001,"Bilada, Jodhpur"
17453,Hospital,Shree Maruti Nandan Hospital,Indore,Madhya Pradesh,452002,"31,Parasram Marg Indore"
17454,Hospital,Shree Maruti Surgical and Trauma Hospital,Vadodara,Gujarat,390001,"Chittekhan,Wadi Waadi,Raopura Main Road"
17455,Nurshing Home,Shree Maternity and Nursing Hom,Gulbarga,Karnataka,585102,"Saraswati Godam, Behind Vadiraj Bhavan"
17456,Nurshing Home,Shree Maternity and Nursing Home,Ahmedabad,Gujarat,380015,"1Sr Floor, Satyam Tower, Someshwara Complex-1 Nr.Shyamal Row Hourses, Satelite Road"
17457,Nurshing Home,Shree Maternity And Nursing Home,Ahmedabad,Gujarat,380061,"203, Center Plaza Opp Sarthak School,Satadhar Cross Road Sola Road"
17458,Nurshing Home,Shree Maternity and Nursing Home,Beed,Maharashtra,431122,"Kabad Lane, Beed,"
17459,Nurshing Home,Shree Maternity And Nursing Home,Chandrapur,Maharashtra,442401,Chandrapur
17460,Nurshing Home,Shree Mati Devi`S Jain Nursing Home,Saharanpur,Uttar Pradesh,247001,"Pratap Nagar (Raiwala), Saharanpur"
17461,Hospital,Shree Medical Foundation Prayag Hospital,Pune,Maharashtra,411004,"No. 1247, Deccan Gymkhana"
17462,Nurshing Home,Shree Medical Nursing Home,Sangli,Maharashtra,416416,"Behind Daily Rashtrashakti & S.T.Stand, Kolhapur Road, Sangli"
17463,Hospital,Shree Medishine Hospital - Raipur,Raipur,Chhattisgarh,492015,New Rajendra Nagar Amlidih Near Drowanacharya School
17464,MultiSpeciality Hosp,Shree Meenakshi Multispeciality Hospital,Pudukkottai,Tamil Nadu,622001,4214 -2 South 4Th Street Puddukottai
17465,Hospital,Shree Mhatre Hospital,Raigarh,Maharashtra,402107,"Mumbai-Goa Highway, At & Po Vadkhal, Tal-Pen,"
17466,Ortho Hospital,Shree Morarji Kheraj Thakrar Orthopaedic Hospital,Porbandar,Gujarat,360575,Near New Fauntain
17467,Hospital,Shree Nagher Samaj Sanchalit Hospital,Mumbai,Maharashtra,400086,"40, Shah Veni Bhavan, Jagdushanagar, Ghatkopar (W), Mumbai,"
17468,Hospital,Shree Nandi Hospital,Bengaluru Urban,Karnataka,560018,"7, 2Nd Main Road, Chamarajpet"
17469,MultiSpeciality Hosp,Shree Narayan Multispeciality Hospital,Palamu,Jharkhand,822101,"Arhat Road,OppositeKani Ram School"
17470,Hospital,Shree Narayana Hospital,Raipur,Chhattisgarh,492001,"Near Ganj Mandi, Behind Sector-5, Devendra Nagar,Pandri"
17471,Hospital,Shree Narhari Arogya Kendra,Vadodara,Gujarat,390002,"Narayan Bhavan Fatehgunj,  Fatehgunj"
17472,MultiSpeciality Hosp,Shree Navodaya Multi Speciality Hospital,Ballari,Karnataka,583101,"Buda Complex,1St Floor,Bangalore Rd"
17473,Hospital,Shree Nidhi Hospital,Ahmedabad,Gujarat,380015,"Gold Coin Complex - A, Satellite Road"
17474,Nurshing Home,Shree Nursing and Maternity Home,Pune,Maharashtra,412102,"Chandralekha Complex, A/P Nira Tal. Purandhar"
17475,Nurshing Home,Shree Nursing Home,Koppal,Karnataka,583231,Near Bus Stand Hospet Road
17476,Nurshing Home,Shree Nursing Home,Rewa,Madhya Pradesh,486001,"Aashirvad Complex,Sirmour Chowk Rewa"
17477,Nurshing Home,Shree Nursing Home,Hyderabad,Telangana,500073,8-3-978/1 Srinagar Colony Club X Roads Srinagar Colony  500073
17478,Nurshing Home,"Shree Nursing Home, Tumkur",Tumakuru,Karnataka,572102,"No. 5, Opposite Neps, Ii Main, Sankarpuram, B.H. Road"
17479,Hospital,Shree Om Life Line Hospital,Gautam Buddha Nagar,Uttar Pradesh,201301,"Barola Sector 49, Noida"
17480,Hospital,Shree Om Sai Hospital,Thane,Maharashtra,421301,"Poornima Bus Stop,Near Icici Bank,Kalyan"
17481,Hospital,Shree Padmakunverba Hospital,Rajkot,Gujarat,360001,"Gundavadi Chowk,Rajkot"
17482,Hospital,Shree Parshavnath Jain Hospital and Research Centre,Ajmer,Rajasthan,305901,Udai Pur Road Beawar Raj
17483,Hospital,Shree Parvati Hospital,Raigarh,Maharashtra,410203,"L.B.Shastri Nagar, Near Gurudwara Mandir,Khopoli, Raigad"
17484,Hospital,Shree Pragati Foundation's Hira Mongi Navneet Hospital,Mumbai,Maharashtra,400080,"Near Lions Club Of Mulund Pavalion,Near Smpr High School, Valji Ladha Road,"
17485,MultiSpeciality Hosp,Shree Prajakta Multispeciality Hospital,Thane,Maharashtra,421302,President Plaza Residency 1 St Floor C -Wing Shivaji Chowk Bhiwandi
17486,Hospital,Shree Prannath Hospital,Surat,Gujarat,395004,"Ved Road, Opposite Sangavi Diamond"
17487,Hospital,Shree Prannath Hospital,Surat,Gujarat,395009,"Shree Prannath Marg, Ved Road"
17488,Hospital,Shree Prathamesh Hospital,Thane,Maharashtra,400606,Shop No 23-29 Ground Flr Behind Ratnakar Bank Laxmi Market Vartaknagar
17489,Hospital,Shree R.N.Vala Smarak Trust Sanchalit Hospital. Rnv,Junagadh,Gujarat,362720,"Veraval Highway Road, Kodinar"
17490,Hospital,Shree Radhika Hospital,Rajsamand,Rajasthan,313324,Kankroli Rajsamand
17491,Hospital,Shree Raghunath Hospital - Ludhiana,Ludhiana,Punjab,141012,"Aggar Nagar, Ferozepur Road, Ludhiana, Punjab"
17492,MultiSpeciality Hosp,Shree Ragvendra Multispeciality Hospital,Amreli,Gujarat,365601,"Keriya Road,Near Railway Crossing"
17493,Hospital,Shree Raj Hospital,Ahmedabad,Gujarat,380052,"25, 1St Floor, Maruti Centre, Near Gurukul, Drive-In-Road"
17494,Hospital,Shree Raj Hospital,Rajkot,Gujarat,360002,"Gayatri Nagar Main Road, Rajkot, Rajkot, Gujarat"
17495,Nurshing Home,Shree Rajeevi Nursing Home,Krishna,Andhra Pradesh,521001,Buttalabpet Machilipatnam
17496,Hospital,Shree Ram Hospital,Rajkot,Gujarat,360024,"Nr Police Chowkey,Shapar Veraval Patiya,Shapar-Veraval"
17497,Hospital,Shree Ram Hospital,Agra,Uttar Pradesh,282002,"8-9, Raghunath Nagar, Opposite Lic Building, M. G. Road."
17498,Hospital,Shree Ram Hospital / Shree Ram Mission Hospital,Gurdaspur,Punjab,145001,"Mission Road, Pahankot"
17499,Hospital,Shree Ram Hospital and Premature Baby Care Unit,Kolhapur,Maharashtra,416003,"1182/1Rajarampuri, 2Nd Lane, Takala,Kolhapur"
17500,Nurshing Home,Shree Ram Nursing Home,Bhavnagar,Gujarat,364001,Sterling Complex Nanbhavadi Kalanala
17501,Nurshing Home,Shree Ram Nursing Home Pvt Ltd,Kanpur Nagar,Uttar Pradesh,208011,Kidwai Nagar Kidwai Nagar Kanpur
17502,Hospital,Shree Ram Sarvajanik Hospital,Rajkot,Gujarat,360002,"Near Ramji Mandir, Kashi Vishvanath Road, Gondal."
17503,Hospital,Shree Ramjiwan Choudhry Memorial Hospital and Research Center,Nagpur,Maharashtra,440002,"New Shukrawari, Choudhary Road, Opp Ram Wolers Mahal"
17504,Hospital,Shree Ramnath Hospital,Ratnagiri,Maharashtra,415612,"Lotlikar Plaza, Maruti Mandir, Ratnagiri"
17505,Hospital,Shree Rang Avadhut Lakva Kendra,Anand,Gujarat,388001,Near Amul Dairy
17506,Ortho Hospital,Shree Rang Maternity andOrthopaedic Hospital,Ahmedabad,Gujarat,380013,"305/6, Parth Avenue,Opp Savita Siciety"
17507,Nurshing Home,Shree Rang Nursing Home,Bharuch,Gujarat,392001,"Mahajan Market, Panch Batti, Sewashram Road"
17508,Ortho Hospital,Shree Rang Orthopaedic Hospital,Vadodara,Gujarat,390021,"Reign Plaza, Nr. G E B Sub Satation Gotri Road"
17509,Hospital,Shree Rangkrupa General Hospital,Ahmedabad,Gujarat,382415,"Momainagar, Opposite Shantiniketan School, Odhav"
17510,Hospital,Shree Renuka Hospital,Valsad,Gujarat,396171,"Mehta Park, Gangadevi Road, Near Umbergaon Road Station, Solsumba Tal - Umbergaon"
17511,Hospital,Shree Sadguru Krupa Hospital,Thane,Maharashtra,421201,No/A/01 On Frist Floor Sanavi Apartment Gupte Road Dombivali W
17512,Hospital,Shree Sahajanand Hospital,Anand,Gujarat,388001,"Maruti Complex, Opposite S T Stand, Kahmbhat"
17513,Hospital,Shree Sai Care Hospital,Raipur,Chhattisgarh,492001,"Infront Of Dwarika Mandir New Tilak Society, Avanti Vihar, Telibandha Road"
17514,Hospital,Shree Sai Hospital,Dadra and Nagar Haveli,Dadra and Nagar Haveli,396230,Near S T Depot Ashirwad Building Tokarkhada
17515,Hospital,Shree Sai Hospital,Mumbai,Maharashtra,400101,"Gokul Nagari No1, Near Sai Dham Temple, 90 Ft Road, Opp Hdfc Bank, Western Express Highway,Thakur Complex Kandivali East"
17516,Hospital,Shree Sai Hospital,Sangli,Maharashtra,415311,"Kanpur Road, Vita"
17517,Hospital,Shree Sai Hospital,Thane,Maharashtra,400610,"209-210, Soham Plaza,Soham Garden, Chitalsar, Manpada,G.B.Road,Thane(W), Thane,"
17518,Cardiac Hosp,"Shree Sai Hospital and Cardio,Diabetes Center",Satara,Maharashtra,415110,"364 A/1, S.Jaywantrao Jadhav Plaza, Near S.T.Stand, Karad"
17519,Hospital,Shree Sai Hospital and Trauma Centre,Gurgaon,Haryana,122413,"Bilaspur -Pataudi Road, Bhora Kalan"
17520,Nurshing Home,Shree Sai Maternity and Nursing Home,Surendranagar,Gujarat,363001,"Opp C J Hospital,Dr P J Vyas Hospital Line,Opp R P P Girls School Vitthal Sheri No 3-A"
17521,Nurshing Home,Shree Sai Maternity and Surgical Nursing Home,Mumbai,Maharashtra,400080,Sarvodaya Parshwanath Nagar Mulund W Mumbai
17522,Nurshing Home,Shree Sai Nursing Home,Thane,Maharashtra,401303,"Charbhuja Apartment, 1St Floor, Infront Of Disha Hotel, Bolinj Road Virar(West)"
17523,Nurshing Home,Shree Sai Nursing Home and Polyclinic,Raigarh,Maharashtra,410210,"1,2, Vishwakarma Tower Annapurna Mahilla Mandal Aruna Asfali Chs, Sec-21, Plot No 4,Kharghar."
17524,Ortho Hospital,Shree Sai Ortho and Trauma Hospital,Surat,Gujarat,395001,"F: 35 - 40, Silver Point Complex, 3Rd Floor, Opposite Vidya Bharati School, Bhatar Road, Bhatar Road"
17525,Hospital,Shree Sai Rugnalaya,Raigarh,Maharashtra,402107,"Next To Rural Hospital, Pen, Chinchpada Road,OppositePen Nagar Palika"
17526,Hospital - Critical Care Dept,Shree Sai Saans Critical Care Centre,Rohtak,Haryana,124001,"Shri Ram Plaza, Huda Complex"
17527,Hospital,Shree Sai Shraddha Hospital - Rsby,Pune,Maharashtra,410510,"A/P Loni,"
17528,Cardiac Hosp,"Shree Saibaba Heart Insititue and Research Center Pvt. Ltd.,",Nashik,Maharashtra,422002,"Near Kalidar Kala Mandir,Shalimar."
17529,Hospital,Shree Sainath Hospital,Dadra and Nagar Haveli,Dadra and Nagar Haveli,396230,"1St Floor, Perin Complex,Opposite Bal Bhavan Kilvani Naka"
17530,Hospital,Shree Sainath Hospital,Valsad,Gujarat,396050,Reo Cross Road
17531,Hospital,Shree Samarth Mansopchar Hospital,Jalgaon,Maharashtra,425001,"8, Pratap Nagarring Road, Jalgaon"
17532,Nurshing Home,Shree Samarth Nursing Home,Mumbai,Maharashtra,400014,"128, Hindu Colony, 5Th Lane, Dadar(East), Mumbai"
17533,Cardiac Hosp,Shree Sant Achut Maharaj Heart Hosppital and Research Institute,Amravati,Maharashtra,444602,Mardi Rd. Amaravati
17534,Hospital,Shree Sanwaliaji GovernmentHospital,Chittorgarh,Rajasthan,312001,Chittorgarh
17535,Nurshing Home,Shree Saraswati Nursing Home,Mumbai,Maharashtra,400016,"2, Anand Sagar, Mogal Lane Matunga Bombay"
17536,Nurshing Home,Shree Saravana Nursing Home,Coimbatore,Tamil Nadu,641002,"356, D.B.Road, R.S.Puram"
17537,Hospital,Shree Sardar Smarak Hospital (Trust Hospital),Surat,Gujarat,394601,"Sardar Bag, Bardoli"
17538,Hospital,Shree Sardar Vallabhbhai Patel Medical Charitable,Vadodara,Gujarat,391440,"Nr. Parnami Agarbati, Padra-Sagma Road, Padra"
17539,Hospital,Shree Sardar Vallabhbhai Patel Rotary General Hos,Vadodara,Gujarat,393002,Chiku Wadi Opp Railway Godi Ankleshwar
17540,Hospital,Shree Sathya Subha Hospital,Dindigul,Tamil Nadu,624001,53/49 New Agraharam Palani Road
